"_time",EventCode,"Authentication_Package",Type,"Account_Name","Account_Domain","Logon_Type","Logon_Process","Key_Length","New_Logon_Security_ID","Subject_Security_ID"
"2016-03-02T05:20:54.000+0000",4624,NTLM,Information,"jbidne_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbidne_jnkmcac","NULL SID"
"2016-03-02T05:21:49.000+0000",4624,NTLM,Information,"kjkbpfi_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kjkbpfi_jnkmcac","NULL SID"
"2016-03-02T05:23:45.000+0000",4624,NTLM,Information,"fjcbj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fjcbj_jnkmcac","NULL SID"
"2016-03-02T05:23:47.000+0000",4624,NTLM,Information,"dlakao_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\dlakao_jnkmcac","NULL SID"
"2016-03-02T05:25:50.000+0000",4624,NTLM,Information,"inafjq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\inafjq_jnkmcac","NULL SID"
"2016-03-02T05:26:28.000+0000",4624,NTLM,Information,"fnqqhqp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID"
"2016-03-02T05:27:38.000+0000",4624,NTLM,Information,"ldeakjq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ldeakjq_jnkmcac","NULL SID"
"2016-03-02T05:30:18.000+0000",4624,NTLM,Information,"cohcddqkd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\cohcddqkd_jnkmcac","NULL SID"
"2016-03-02T05:30:42.000+0000",4624,NTLM,Information,"mlqboci_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mlqboci_jnkmcac","NULL SID"
"2016-03-02T05:33:28.000+0000",4624,NTLM,Information,"cfbnj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cfbnj_jnkmcac","NULL SID"
"2016-03-02T05:38:09.000+0000",4624,NTLM,Information,"fbqeqmjol-uk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fbqeqmjol-uk_jnkmcac","NULL SID"
"2016-03-02T05:41:47.000+0000",4624,NTLM,Information,"ihcmknai_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ihcmknai_jnkmcac","NULL SID"
"2016-03-02T05:41:55.000+0000",4624,NTLM,Information,"ojiipo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ojiipo_jnkmcac","NULL SID"
"2016-03-02T05:45:49.000+0000",4624,NTLM,Information,"ncobmcfe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ncobmcfe_jnkmcac","NULL SID"
"2016-03-02T05:47:31.000+0000",4624,NTLM,Information,"ncobmcfe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ncobmcfe_jnkmcac","NULL SID"
"2016-03-02T05:48:27.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-02T05:49:28.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-02T05:53:18.000+0000",4624,NTLM,Information,"eqnknh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\eqnknh_jnkmcac","NULL SID"
"2016-03-02T05:54:01.000+0000",4624,NTLM,Information,"hfacqajqd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hfacqajqd_jnkmcac","NULL SID"
"2016-03-02T05:54:05.000+0000",4624,NTLM,Information,"ancaaocdp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ancaaocdp_jnkmcac","NULL SID"
"2016-03-02T06:01:44.000+0000",4624,NTLM,Information,"bomkeqqd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bomkeqqd_jnkmcac","NULL SID"
"2016-03-02T08:03:50.000+0000",4624,NTLM,Information,hajbdkb,MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\hajbdkb","NULL SID"
"2016-03-02T06:04:04.000+0000",4624,NTLM,Information,"mikkn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mikkn_jnkmcac","NULL SID"
"2016-03-02T06:07:25.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-02T06:08:58.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T06:09:56.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T06:10:00.000+0000",4624,NTLM,Information,"afdnjaeocfp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\afdnjaeocfp_jnkmcac","NULL SID"
"2016-03-02T06:10:01.000+0000",4624,NTLM,Information,"oaklefbfda_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oaklefbfda_jnkmcac","NULL SID"
"2016-03-02T06:10:47.000+0000",4624,NTLM,Information,"oflil_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oflil_jnkmcac","NULL SID"
"2016-03-02T06:11:06.000+0000",4624,NTLM,Information,"oaahi_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oaahi_jnkmcac","NULL SID"
"2016-03-02T06:12:17.000+0000",4624,NTLM,Information,"cfebcac_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cfebcac_jnkmcac","NULL SID"
"2016-03-02T06:13:02.000+0000",4624,NTLM,Information,"mdafj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mdafj_jnkmcac","NULL SID"
"2016-03-02T06:13:26.000+0000",4624,NTLM,Information,"lfahckb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lfahckb_jnkmcac","NULL SID"
"2016-03-02T06:14:09.000+0000",4624,NTLM,Information,"kfjcldhek_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kfjcldhek_jnkmcac","NULL SID"
"2016-03-02T06:14:11.000+0000",4624,NTLM,Information,"alajh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\alajh_jnkmcac","NULL SID"
"2016-03-02T06:15:08.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T06:16:12.000+0000",4624,NTLM,Information,"edf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\edf_jnkmcac","NULL SID"
"2016-03-02T06:16:21.000+0000",4624,NTLM,Information,"mlckb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mlckb_jnkmcac","NULL SID"
"2016-03-02T06:16:28.000+0000",4624,NTLM,Information,"lcppbae_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\lcppbae_jnkmcac","NULL SID"
"2016-03-02T06:17:32.000+0000",4624,NTLM,Information,"akhdbcmk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\akhdbcmk_jnkmcac","NULL SID"
"2016-03-02T06:21:05.000+0000",4624,NTLM,Information,"ebjcihkimn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ebjcihkimn_jnkmcac","NULL SID"
"2016-03-02T06:23:27.000+0000",4624,NTLM,Information,"okijc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\okijc_jnkmcac","NULL SID"
"2016-03-02T06:27:17.000+0000",4624,NTLM,Information,"aicjfqf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\aicjfqf_jnkmcac","NULL SID"
"2016-03-02T06:31:25.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T06:31:59.000+0000",4624,NTLM,Information,"knjjcqbcm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\knjjcqbcm_jnkmcac","NULL SID"
"2016-03-02T06:32:18.000+0000",4624,NTLM,Information,"fnhalen_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnhalen_jnkmcac","NULL SID"
"2016-03-02T06:32:32.000+0000",4624,NTLM,Information,"doqaelk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\doqaelk_jnkmcac","NULL SID"
"2016-03-02T06:33:21.000+0000",4624,NTLM,Information,"aehjoe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\aehjoe_jnkmcac","NULL SID"
"2016-03-02T06:33:27.000+0000",4624,NTLM,Information,"fnqqhqp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID"
"2016-03-02T06:36:05.000+0000",4624,NTLM,Information,"ilepnolfn_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ilepnolfn_jnkmcac","NULL SID"
"2016-03-02T06:38:14.000+0000",4624,NTLM,Information,"mlckb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mlckb_jnkmcac","NULL SID"
"2016-03-02T06:39:23.000+0000",4624,NTLM,Information,"bjapjif_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bjapjif_jnkmcac","NULL SID"
"2016-03-02T06:39:44.000+0000",4624,NTLM,Information,"mjmojqkl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mjmojqkl_jnkmcac","NULL SID"
"2016-03-02T06:40:59.000+0000",4624,NTLM,Information,"blmamcid_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\blmamcid_jnkmcac","NULL SID"
"2016-03-02T06:41:24.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T06:42:58.000+0000",4624,NTLM,Information,"fnqqhqp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID"
"2016-03-02T06:47:01.000+0000",4624,NTLM,Information,"jijebham_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jijebham_jnkmcac","NULL SID"
"2016-03-02T06:47:29.000+0000",4624,NTLM,Information,"jkkkmdmmf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jkkkmdmmf_jnkmcac","NULL SID"
"2016-03-02T06:51:52.000+0000",4624,NTLM,Information,"jbdfipe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbdfipe_jnkmcac","NULL SID"
"2016-03-02T06:52:16.000+0000",4624,NTLM,Information,"dobdhcnpa_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dobdhcnpa_jnkmcac","NULL SID"
"2016-03-02T06:55:23.000+0000",4624,NTLM,Information,"mjpnmnank_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mjpnmnank_jnkmcac","NULL SID"
"2016-03-02T06:55:24.000+0000",4624,NTLM,Information,"ofnmhqo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ofnmhqo_jnkmcac","NULL SID"
"2016-03-02T06:55:33.000+0000",4624,NTLM,Information,"bienc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bienc_jnkmcac","NULL SID"
"2016-03-02T06:57:28.000+0000",4624,NTLM,Information,"lpdibooia_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\lpdibooia_jnkmcac","NULL SID"
"2016-03-02T06:59:53.000+0000",4624,NTLM,Information,"kiokinh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kiokinh_jnkmcac","NULL SID"
"2016-03-02T07:00:01.000+0000",4624,NTLM,Information,"fkjhpfb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fkjhpfb_jnkmcac","NULL SID"
"2016-03-02T07:01:13.000+0000",4624,NTLM,Information,"fnf_pem",MYDOMAIN,3,NtLmSsp,128,"MYDOMAIN\fnf_pem","NULL SID"
"2016-03-02T07:03:48.000+0000",4624,NTLM,Information,"fbdd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fbdd_jnkmcac","NULL SID"
"2016-03-02T07:04:04.000+0000",4624,NTLM,Information,"pqhebjhp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\pqhebjhp_jnkmcac","NULL SID"
"2016-03-02T07:05:02.000+0000",4624,NTLM,Information,"lhmqnobh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lhmqnobh_jnkmcac","NULL SID"
"2016-03-02T07:05:28.000+0000",4624,NTLM,Information,"kiokinh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kiokinh_jnkmcac","NULL SID"
"2016-03-02T07:07:40.000+0000",4624,NTLM,Information,"dhmammlf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dhmammlf_jnkmcac","NULL SID"
"2016-03-02T07:09:11.000+0000",4624,NTLM,Information,"kbikdo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kbikdo_jnkmcac","NULL SID"
"2016-03-02T07:10:42.000+0000",4624,NTLM,Information,"ccjaqimk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ccjaqimk_jnkmcac","NULL SID"
"2016-03-02T07:13:04.000+0000",4624,NTLM,Information,"djcfdnd_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\djcfdnd_jnkmcac","NULL SID"
"2016-03-02T07:13:07.000+0000",4624,NTLM,Information,"bhmdapl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bhmdapl_jnkmcac","NULL SID"
"2016-03-02T07:13:37.000+0000",4624,NTLM,Information,"oflil_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oflil_jnkmcac","NULL SID"
"2016-03-02T07:15:42.000+0000",4624,NTLM,Information,"kdpmdimk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kdpmdimk_jnkmcac","NULL SID"
"2016-03-02T07:15:43.000+0000",4624,NTLM,Information,"innhchdah_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\innhchdah_jnkmcac","NULL SID"
"2016-03-02T07:15:54.000+0000",4624,NTLM,Information,"dhhbm_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dhhbm_jnkmcac","NULL SID"
"2016-03-02T07:16:01.000+0000",4624,NTLM,Information,"jbidne_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\jbidne_jnkmcac","NULL SID"
"2016-03-02T07:18:24.000+0000",4624,NTLM,Information,"ddkbda_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ddkbda_jnkmcac","NULL SID"
"2016-03-02T07:18:34.000+0000",4624,NTLM,Information,"bmdean_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bmdean_jnkmcac","NULL SID"
"2016-03-02T07:18:41.000+0000",4624,NTLM,Information,"kpjp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kpjp_jnkmcac","NULL SID"
"2016-03-02T07:20:34.000+0000",4624,NTLM,Information,"joijbeen-hk-f",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARYf\joijbeen-hk-1","NULL SID"
"2016-03-02T07:21:45.000+0000",4624,NTLM,Information,"iadofhljna_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iadofhljna_jnkmcac","NULL SID"
"2016-03-02T07:22:48.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T07:23:04.000+0000",4624,NTLM,Information,"lmqbmf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\lmqbmf_jnkmcac","NULL SID"
"2016-03-02T07:23:39.000+0000",4624,NTLM,Information,"fnf_lknmd_qo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID"
"2016-03-02T07:25:03.000+0000",4624,NTLM,Information,"phjemhj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\phjemhj_jnkmcac","NULL SID"
"2016-03-02T07:27:57.000+0000",4624,NTLM,Information,"hnilc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\hnilc_jnkmcac","NULL SID"
"2016-03-02T07:28:12.000+0000",4624,NTLM,Information,"neaccoo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\neaccoo_jnkmcac","NULL SID"
"2016-03-02T07:28:23.000+0000",4624,NTLM,Information,"mapeijq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,128,"SUBSIDIARY1\mapeijq_jnkmcac","NULL SID"
"2016-03-02T07:29:12.000+0000",4624,NTLM,Information,"akedka_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\akedka_jnkmcac","NULL SID"
"2016-03-02T07:29:45.000+0000",4624,NTLM,Information,"fikojkkok_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fikojkkok_jnkmcac","NULL SID"
"2016-03-02T07:30:44.000+0000",4624,NTLM,Information,"liboibk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\liboibk_jnkmcac","NULL SID"
"2016-03-02T07:31:11.000+0000",4624,NTLM,Information,"fjcbj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fjcbj_jnkmcac","NULL SID"
"2016-03-02T07:32:34.000+0000",4624,NTLM,Information,"fnqqhqp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID"
"2016-03-02T07:35:06.000+0000",4624,NTLM,Information,"ockbkdb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ockbkdb_jnkmcac","NULL SID"
"2016-03-02T07:35:11.000+0000",4624,NTLM,Information,"cqfleaib_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cqfleaib_jnkmcac","NULL SID"
"2016-03-02T07:36:43.000+0000",4624,NTLM,Information,"alajh_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\alajh_jnkmcac","NULL SID"
"2016-03-02T07:36:55.000+0000",4624,NTLM,Information,"oojqlq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\oojqlq_jnkmcac","NULL SID"
"2016-03-02T07:37:41.000+0000",4624,NTLM,Information,"kjannc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kjannc_jnkmcac","NULL SID"
"2016-03-02T07:37:47.000+0000",4624,NTLM,Information,"fecmb_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fecmb_jnkmcac","NULL SID"
"2016-03-02T07:38:19.000+0000",4624,NTLM,Information,"mcoe_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mcoe_jnkmcac","NULL SID"
"2016-03-02T07:38:42.000+0000",4624,NTLM,Information,"moikpfmnqa_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\moikpfmnqa_jnkmcac","NULL SID"
"2016-03-02T07:40:07.000+0000",4624,NTLM,Information,"ebloka_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ebloka_jnkmcac","NULL SID"
"2016-03-02T07:41:57.000+0000",4624,NTLM,Information,"fcofk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fcofk_jnkmcac","NULL SID"
"2016-03-02T07:42:40.000+0000",4624,NTLM,Information,"kdbqmnnlf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\kdbqmnnlf_jnkmcac","NULL SID"
"2016-03-02T07:42:49.000+0000",4624,NTLM,Information,"ckekbnmlqflf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ckekbnmlqflf_jnkmcac","NULL SID"
"2016-03-02T07:43:43.000+0000",4624,NTLM,Information,"cmakqknhl_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cmakqknhl_jnkmcac","NULL SID"
"2016-03-02T07:44:35.000+0000",4624,NTLM,Information,"cccmfo_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\cccmfo_jnkmcac","NULL SID"
"2016-03-02T07:44:44.000+0000",4624,NTLM,Information,"ibcjkdoq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ibcjkdoq_jnkmcac","NULL SID"
"2016-03-02T07:44:46.000+0000",4624,NTLM,Information,"phmcaa_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\phmcaa_jnkmcac","NULL SID"
"2016-03-02T07:45:06.000+0000",4624,NTLM,Information,"lknfdkkmmde_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\lknfdkkmmde_jnkmcac","NULL SID"
"2016-03-02T07:45:06.000+0000",4624,NTLM,Information,"bcdmqkqqeib_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bcdmqkqqeib_jnkmcac","NULL SID"
"2016-03-02T07:45:35.000+0000",4624,NTLM,Information,"iqk_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\iqk_jnkmcac","NULL SID"
"2016-03-02T07:47:32.000+0000",4624,NTLM,Information,"bienc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\bienc_jnkmcac","NULL SID"
"2016-03-02T07:47:55.000+0000",4624,NTLM,Information,"ofbii_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\ofbii_jnkmcac","NULL SID"
"2016-03-02T07:48:33.000+0000",4624,NTLM,Information,"pppoj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\pppoj_jnkmcac","NULL SID"
"2016-03-02T07:48:34.000+0000",4624,NTLM,Information,"okijc_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\okijc_jnkmcac","NULL SID"
"2016-03-02T07:50:27.000+0000",4624,NTLM,Information,"fbqeqmjol-iq_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\fbqeqmjol-iq_jnkmcac","NULL SID"
"2016-03-02T07:51:11.000+0000",4624,NTLM,Information,"eoniqdjjefp_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\eoniqdjjefp_jnkmcac","NULL SID"
"2016-03-02T07:51:42.000+0000",4624,NTLM,Information,"dhmammlf_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\dhmammlf_jnkmcac","NULL SID"
"2016-03-02T07:53:05.000+0000",4624,NTLM,Information,"mlhmqmj_jnkmcac",SUBSIDIARY1,3,NtLmSsp,0,"SUBSIDIARY1\mlhmqmj_jnkmcac","NULL SID"
